candidate_id,term_id,source_lang,target_lang,source_term,current_target_term,domain,priority,status,current_alias,current_note,problem_type,evidence_source,frequency,suggested_action,suggested_target_term,suggested_alias,suggested_priority,suggested_status,suggested_note,tcr_scope,acceptance_scope,owner,decision_status
TBV03-0111,ms_0005,ms,zh,sistem brek,制动系统,braking,high,active,,马来语制动系统,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",strict,external_acceptance,杨杰康,candidate
TBV03-0112,ms_0006,ms,zh,peranti pencahayaan,照明装置,lighting,high,active,,马来语照明装置,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0113,ms_0007,ms,zh,pelepasan,排放,emission,high,active,,马来语排放,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0114,ms_0008,ms,zh,ujian,试验,test,high,active,,马来语试验,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0115,ms_0009,ms,zh,keperluan,要求,general,medium,active,,马来语要求,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0116,ms_0010,ms,zh,peraturan,法规,general,high,active,,马来语法规,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0117,ms_0011,ms,zh,lampiran,附件,document,medium,active,,马来语附件,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0118,ms_0012,ms,zh,perenggan,段落,document,medium,active,,马来语段落,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0119,ms_0013,ms,zh,hendaklah,应,modal,high,active,,马来语义务词,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0120,nl_0001,nl,zh,voertuig,车辆,general,high,active,,荷兰语车辆术语,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0121,nl_0002,nl,zh,motorvoertuig,机动车,general,high,active,,荷兰语机动车术语,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0122,nl_0003,nl,zh,fabrikant,制造商,general,high,active,,荷兰语制造商,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0123,nl_0004,nl,zh,typegoedkeuring,型式认证,certification,high,active,,荷兰语型式认证,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0124,nl_0005,nl,zh,goedkeuringsinstantie,认证主管机构,certification,high,active,,荷兰语认证主管机构,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0125,nl_0006,nl,zh,remsysteem,制动系统,braking,high,active,,荷兰语制动系统,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",strict,external_acceptance,杨杰康,candidate
TBV03-0126,nl_0007,nl,zh,verlichtingsinrichting,照明装置,lighting,high,active,,荷兰语照明装置,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0127,nl_0008,nl,zh,emissies,排放,emission,high,active,,荷兰语排放,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0128,nl_0009,nl,zh,proef,试验,test,high,active,,荷兰语试验,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0129,nl_0010,nl,zh,eis,要求,general,medium,active,,荷兰语要求,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0130,nl_0011,nl,zh,reglement,法规,general,high,active,,荷兰语法规,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0131,nl_0012,nl,zh,bijlage,附件,document,medium,active,,荷兰语附件,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0132,nl_0013,nl,zh,punt,段落,document,medium,active,,荷兰语段落,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0133,nl_0014,nl,zh,moet,应,modal,high,active,,荷兰语义务词,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0134,no_0001,no,zh,kjøretøy,车辆,general,high,active,,挪威语车辆术语,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0135,no_0002,no,zh,motorvogn,机动车,general,high,active,,挪威语机动车术语,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0136,no_0003,no,zh,produsent,制造商,general,high,active,,挪威语制造商,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0137,no_0004,no,zh,typegodkjenning,型式认证,certification,high,active,,挪威语型式认证,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0138,no_0005,no,zh,godkjenningsmyndighet,认证主管机构,certification,high,active,,挪威语认证主管机构,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0139,no_0006,no,zh,bremsesystem,制动系统,braking,high,active,,挪威语制动系统,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",strict,external_acceptance,杨杰康,candidate
TBV03-0140,no_0007,no,zh,belysningsinnretning,照明装置,lighting,high,active,,挪威语照明装置,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0141,no_0008,no,zh,utslipp,排放,emission,high,active,,挪威语排放,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0142,no_0009,no,zh,prøving,试验,test,high,active,,挪威语试验,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0143,no_0010,no,zh,krav,要求,general,medium,active,,挪威语要求,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0144,no_0011,no,zh,forskrift,法规,general,high,active,,挪威语法规,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0145,no_0012,no,zh,vedlegg,附件,document,medium,active,,挪威语附件,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0146,no_0013,no,zh,punkt,段落,document,medium,active,,挪威语段落,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0147,no_0014,no,zh,skal,应,modal,high,active,,挪威语义务词,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0148,pt_0001,pt,zh,veículo,车辆,general,high,active,,葡萄牙语车辆术语,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0149,pt_0002,pt,zh,veículo a motor,机动车,general,high,active,,葡萄牙语机动车术语,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0150,pt_0003,pt,zh,fabricante,制造商,general,high,active,,葡萄牙语制造商,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0151,pt_0004,pt,zh,homologação,型式认证,certification,high,active,,葡萄牙语型式认证,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0152,pt_0005,pt,zh,autoridade de homologação,认证主管机构,certification,high,active,,葡萄牙语认证主管机构,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0153,pt_0006,pt,zh,sistema de travagem,制动系统,braking,high,active,,葡萄牙语制动系统,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",strict,external_acceptance,杨杰康,candidate
TBV03-0154,pt_0007,pt,zh,dispositivo de iluminação,照明装置,lighting,high,active,,葡萄牙语照明装置,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0155,pt_0008,pt,zh,emissões,排放,emission,high,active,,葡萄牙语排放,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0156,pt_0009,pt,zh,ensaio,试验,test,high,active,,葡萄牙语试验,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0157,pt_0010,pt,zh,requisito,要求,general,medium,active,,葡萄牙语要求,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0158,pt_0011,pt,zh,regulamento,法规,general,high,active,,葡萄牙语法规,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0159,pt_0012,pt,zh,anexo,附件,document,medium,active,,葡萄牙语附件,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0160,pt_0013,pt,zh,parágrafo,段落,document,medium,active,,葡萄牙语段落,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0161,pt_0014,pt,zh,deve,应,modal,high,active,,葡萄牙语义务词,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0162,sv_0001,sv,zh,fordon,车辆,general,high,active,,瑞典语车辆术语,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0163,sv_0002,sv,zh,motorfordon,机动车,general,high,active,,瑞典语机动车术语,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0164,sv_0003,sv,zh,tillverkare,制造商,general,high,active,,瑞典语制造商,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0165,sv_0004,sv,zh,typgodkännande,型式认证,certification,high,active,,瑞典语型式认证,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0166,sv_0005,sv,zh,godkännandemyndighet,认证主管机构,certification,high,active,,瑞典语认证主管机构,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0167,sv_0006,sv,zh,bromssystem,制动系统,braking,high,active,,瑞典语制动系统,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",strict,external_acceptance,杨杰康,candidate
TBV03-0168,sv_0007,sv,zh,belysningsanordning,照明装置,lighting,high,active,,瑞典语照明装置,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0169,sv_0008,sv,zh,utsläpp,排放,emission,high,active,,瑞典语排放,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0170,sv_0009,sv,zh,provning,试验,test,high,active,,瑞典语试验,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0171,sv_0010,sv,zh,krav,要求,general,medium,active,,瑞典语要求,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0172,sv_0011,sv,zh,föreskrift,法规,general,high,active,,瑞典语法规,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0173,sv_0012,sv,zh,bilaga,附件,document,medium,active,,瑞典语附件,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0174,sv_0013,sv,zh,punkt,段落,document,medium,active,,瑞典语段落,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0175,sv_0014,sv,zh,ska,应,modal,high,active,,瑞典语义务词,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0176,th_0001,th,zh,ยานพาหนะ,车辆,general,high,active,,泰语车辆术语,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0177,th_0002,th,zh,ยานยนต์,机动车,general,high,active,,泰语机动车术语,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0178,th_0003,th,zh,ผู้ผลิต,制造商,general,high,active,,泰语制造商,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0179,th_0004,th,zh,การรับรองแบบ,型式认证,certification,high,active,,泰语型式认证,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0180,th_0005,th,zh,ระบบเบรก,制动系统,braking,high,active,,泰语制动系统,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",strict,external_acceptance,杨杰康,candidate
TBV03-0181,th_0006,th,zh,อุปกรณ์ให้แสงสว่าง,照明装置,lighting,high,active,,泰语照明装置,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0182,th_0007,th,zh,การปล่อยมลพิษ,排放,emission,high,active,,泰语排放,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0183,th_0008,th,zh,การทดสอบ,试验,test,high,active,,泰语试验,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0184,th_0009,th,zh,ข้อกำหนด,要求,general,medium,active,,泰语要求,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0185,th_0010,th,zh,กฎระเบียบ,法规,general,high,active,,泰语法规,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0186,th_0011,th,zh,ภาคผนวก,附件,document,medium,active,,泰语附件,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0187,th_0012,th,zh,วรรค,段落,document,medium,active,,泰语段落,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0188,vi_0001,vi,zh,xe,车辆,general,high,active,,越南语车辆术语,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0189,vi_0002,vi,zh,xe cơ giới,机动车,general,high,active,,越南语机动车术语,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0190,vi_0003,vi,zh,nhà sản xuất,制造商,general,high,active,,越南语制造商,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0191,vi_0004,vi,zh,phê duyệt kiểu loại,型式认证,certification,high,active,,越南语型式认证,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0192,vi_0005,vi,zh,cơ quan phê duyệt,认证主管机构,certification,high,active,,越南语认证主管机构,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0193,vi_0006,vi,zh,hệ thống phanh,制动系统,braking,high,active,,越南语制动系统,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",strict,external_acceptance,杨杰康,candidate
TBV03-0194,vi_0007,vi,zh,thiết bị chiếu sáng,照明装置,lighting,high,active,,越南语照明装置,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0195,vi_0008,vi,zh,khí thải,排放,emission,high,active,,越南语排放,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0196,vi_0009,vi,zh,thử nghiệm,试验,test,high,active,,越南语试验,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0197,vi_0010,vi,zh,yêu cầu,要求,general,medium,active,,越南语要求,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0198,vi_0011,vi,zh,quy định,法规,general,high,active,,越南语法规,missing,termbase_v0.2_static_scan,,check injection / add alias / adjust prompt strategy,,,,review,"Check whether missing is caused by injection failure, alias gap, or prompt behavior.",,,杨杰康,candidate
TBV03-0199,vi_0012,vi,zh,phụ lục,附件,document,medium,active,,越南语附件,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0200,vi_0013,vi,zh,đoạn,段落,document,medium,active,,越南语段落,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0201,vi_0014,vi,zh,phải,应,modal,high,active,,越南语义务词,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0202,en_0050,en,zh,scope,适用范围,general_regulation,low,active,Scope,法规章节标题常见译法,broad term,termbase_v0.2_static_scan,,downgrade priority / exclude from core high terms / mark review,,,low,review,Broad or structural term; exclude from external core high term acceptance.,,,杨杰康,candidate
TBV03-0203,en_0051,en,zh,requirements,要求,general_regulation,high,active,requirement,法规技术要求,broad term,termbase_v0.2_static_scan,,downgrade priority / exclude from core high terms / mark review,,,low,review,Broad or structural term; exclude from external core high term acceptance.,,,杨杰康,candidate
TBV03-0204,ru_0018,ru,zh,приложение,附录,general_regulation,high,active,прил.;приложения,GOST/法规附件结构术语,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0205,ru_0019,ru,zh,таблица,表,general_regulation,low,active,табл.,结构性术语，通常不宜强约束,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0206,ru_0020,ru,zh,рисунок,图,general_regulation,low,active,рис.,结构性术语，通常不宜强约束,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0207,es_0085,es,zh,deberán,应,general_regulation,high,active,deber;deberá,法规强制性义务词,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0208,es_0086,es,zh,podrán,可以,general_regulation,medium,active,poder;podrá,法规许可性表达,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0209,es_0102,es,zh,cabina avanzada,前置/平头驾驶室,vehicle_general,high,active,cabina adelantada,法规定义为发动机位于habitáculo下方,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,relaxed,internal_diagnosis,杨杰康,candidate
TBV03-0210,es_0232,es,zh,GB/T,GB/T推荐性国家标准,general_regulation,high,active,Estándar Nacional de la República Popular China,中国推荐性国家标准引用,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0211,es_0234,es,zh,GB/T 25985-2010,GB/T 25985-2010,general_regulation,high,active,National Standard of the People's Republic of China,防盗装置可接受标准之一，编号保留,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0212,es_0246,es,zh,GB/T 30677,GB/T 30677,general_regulation,medium,active,GB/T30677,电子稳定控制相关中国标准编号，保留原文,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0213,es_0267,es,zh,sistemas y/o componentes del vehículo,车辆系统和/或部件,vehicle_safety,high,active,sistemas o componentes,防盗装置作用对象,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0214,es_0269,es,zh,sistema,系统,vehicle_safety,medium,active,sistemas,通用词，建议中优先级，避免误匹配,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0215,es_0270,es,zh,componente,部件,vehicle_safety,medium,active,componentes,通用词，建议中优先级,bad_target_term,termbase_v0.2_static_scan,,fix target_term,,,,review,"Current target term appears too broad, structural, or unnatural.",,,杨杰康,candidate
TBV03-0216,fr_0021,fr,zh,article,条,general_regulation,high,active,Article,法规条文结构术语,broad term,termbase_v0.2_static_scan,,downgrade priority / exclude from core high terms / mark review,,,low,review,Broad or structural term; exclude from external core high term acceptance.,,,杨杰康,candidate
TBV03-0217,it_0173,it,zh,permesso rosa,粉色通行/停车许可,road_traffic,medium,active,permessi rosa,孕妇或两岁以下儿童父母专用停车许可,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0218,no_0276,no,zh,skoleskyss,校车/学生交通,road_safety,medium,active,school transport,部委可规定相关交通安全措施,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0219,th_0141,th,zh,คุณสมบัติ,资格/性能要求,general_regulation,high,active,qualification;properties,公告标题和技术要求术语,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
TBV03-0220,th_0156,th,zh,เบาะนั่ง,座垫/座椅,seat_headrest,medium,active,seat cushion;seat,视上下文译为座椅或座垫,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,,,杨杰康,candidate
TBV03-0221,th_0197,th,zh,7/16 นิ้ว,7/16英寸,seatbelt_anchorage,high,active,7/16 inch,固定点螺纹孔规格,partial_match,termbase_v0.2_static_scan,,add alias or split long multi-word term,,,,review,Check whether alias should be added or long term should be split.,strict,external_acceptance,杨杰康,candidate
